case_id,task,task_id,strength,friction,misalignment,lf_success,hf_success,lf_placement,hf_placement,lf_peak_force,hf_peak_force,lf_wall_time,hf_wall_time,force_error,adequate
108,hdd,0,52.05047983707546,0.5558106295386932,0.001631882884588078,1,1,1,1,52.5462489914783,0.0,0.3954208999639377,0.4030130999162793,5.25462489914783,0
109,hdd,0,80.48909257464476,0.6165231921983756,0.007405649183621801,1,1,1,1,81.04868044363629,0.0,0.48975239996798337,0.3743712999857962,8.104868044363629,0
110,hdd,0,36.08836894589657,0.44252772261604,0.0037681387165648403,1,1,1,1,36.362557085442006,0.0,0.41475989995524287,0.32835989992599934,3.6362557085442004,0
111,hdd,0,83.0464269772247,0.727358426712963,0.0041702832069188825,1,1,1,1,83.2225345434415,0.0,0.35754200001247227,0.3972532000625506,8.32225345434415,0
112,hdd,0,72.9683014172567,0.22430666353403336,0.006557746847498039,1,1,1,1,73.44194712794301,0.0,0.3560532999690622,0.37128239998128265,7.344194712794301,0
113,hdd,0,39.354686725766456,0.7576793814965785,0.005227763193442424,1,1,1,1,39.7670150738652,0.0,0.39775440003722906,0.3608322999207303,3.97670150738652,0
114,hdd,0,58.733038607971636,0.3996147419895786,0.0015524633572098787,1,1,1,1,59.181533433537666,0.0,0.3470125999301672,0.35967490007169545,5.918153343353767,0
115,hdd,0,76.40162838700563,0.1677926035200929,0.0009265764438976216,1,1,1,1,76.72193546755662,0.0,0.47278589999768883,0.3595279000001028,7.672193546755662,0
116,hdd,0,102.1366413682139,0.4871115518723498,0.006223568914666024,1,1,1,1,102.54144134589062,0.0,0.4411260000197217,0.42529090004973114,10.254144134589062,0
117,hdd,0,84.27623623196908,0.16168178190656432,0.0004647351862924307,1,1,1,1,84.70569677033048,0.0,0.34657499997410923,0.36102000006940216,8.470569677033048,0
118,hdd,0,47.17800494900626,0.47211385919046944,0.0013129620429331577,1,1,1,1,47.42414842762659,0.0,0.3457068999996409,0.3533907999517396,4.742414842762659,0
119,hdd,0,83.40025176116265,0.787184975830324,0.005290677508226063,1,1,1,1,83.85524807714634,0.0,0.47008009999990463,0.3436548999743536,8.385524807714635,0
120,hdd,0,21.356254588103297,0.6900539549601641,0.005276877238242664,1,1,1,1,21.492795748796034,0.0,0.34968129999469966,0.42043489997740835,2.1492795748796034,0
